,0,1,2,3
HMA-KLS0629-2117699,0.936,0.0028,0.0292,0.032
HMA-KLS0630-2117717,0.942,0.0036,0.0272,0.0272
HMA-KLS0631-2117697,0.9202,0.0037,0.0378,0.0383
HMA-KLS0633-2117719,0.9319,0.003,0.0329,0.0322
HMA-KLS0647-2117698,0.9424,0.0031,0.0268,0.0277
HMA-KLS0652-2117715,0.9245,0.003,0.0334,0.0391
HMA-KLS0662-2117700,0.9311,0.0031,0.0291,0.0367
HMA-KLS0676-2117735,0.9286,0.0033,0.0331,0.035
HMA-KLS0762-2117712,0.935,0.003,0.0308,0.0312
HMA-KLS1016-2117701,0.9293,0.003,0.0313,0.0364
HMA-KLS1017-2117720,0.9387,0.0031,0.0276,0.0306
HMA-KLS1020-2117696,0.9309,0.0032,0.0304,0.0355
HMA-KLS1379-3593334,0.919,0.0031,0.0361,0.0418
HMA-KLS1416-3593319,0.918,0.0036,0.0384,0.04
HMA-KLS1421-3593374,0.9319,0.0031,0.0307,0.0343
HMA-VU46-2117754,0.9026,0.0037,0.0437,0.05
HMA-KLS0798-2117733,0.9274,0.0038,0.0342,0.0346
HMA-KLS0799-2117731,0.9187,0.0037,0.0381,0.0395
HMA-KLS0801-2117727,0.9273,0.0032,0.0332,0.0363
HMA-KLS0808-2117740,0.9361,0.0032,0.0291,0.0316
HMA-KLS0813-2117730,0.9163,0.0033,0.0386,0.0418
HMA-KLS0898-2117745,0.9324,0.0041,0.0304,0.0331
HMA-KLS0913-2117749,0.9248,0.0031,0.0348,0.0373
HMA-KLS0933-2117744,0.9262,0.0046,0.033,0.0362
HMA-KLS1514-3593378,0.9262,0.0044,0.0349,0.0345
HMA-KLS1522-3593369,0.933,0.0026,0.033,0.0314
HMA-KLS1538-3593349,0.9234,0.0036,0.035,0.038
HMA-KLS1553-3593325,0.9351,0.003,0.03,0.0319
HMA-KLS1554-3593316,0.9366,0.0027,0.0287,0.032
HMA-SS170809_02-2117728,0.954,0.0023,0.0224,0.0213
HMA-SS170812_01-2117751,0.9067,0.0042,0.0421,0.047
HMA-SS170814_02-2117746,0.8959,0.004,0.0428,0.0573
HMA-SS170818_01-2117748,0.8945,0.0042,0.0429,0.0584
HMA-SS170820_01-2117747,0.9341,0.0036,0.0313,0.031
HMA-SS171024_01-2117723,0.9202,0.0038,0.0368,0.0392
HMA-VU55-2117702,0.9381,0.003,0.0294,0.0295
HMA-VU61-2117705,0.9395,0.0035,0.0261,0.0309
HMA-KLS1692-4013432,0.9314,0.0239,0.022,0.0227
HMA-KLS1694-4013434,0.9494,0.0249,0.0126,0.0131
HMA-KLS1697-4013437,0.9293,0.0596,0.0052,0.0059
HMA-KLS1699-4013439,0.9436,0.0407,0.0074,0.0083
HMA-KLS1703-4013443,0.9277,0.063,0.0045,0.0048
HMA-KLS1705-4013445,0.9217,0.035,0.0217,0.0216
HMA-R154981-2117752,0.922,0.0744,0.0019,0.0017
HMA-WAM-R154978-2562207,0.9338,0.0141,0.025,0.0271
HMA-WAM-R154980-2562264,0.893,0.0182,0.0389,0.0499
HMA-WAM-R154981-2562169,0.9101,0.0856,0.0023,0.002
HMA-WAMR154978-2117736,0.8176,0.0143,0.0758,0.0923
HMA-KLS1711-4013451,0.9391,0.0401,0.0095,0.0113
