,0,1,2
ALA-KLS1661-4013402,0.0227,0.9545,0.0228
ALA-KLS1663-4013404,0.0241,0.9523,0.0236
ALA-KLS1664-4013405,0.0216,0.9566,0.0218
ALA-KLS1682-4013423,0.0233,0.9523,0.0244
ALA-KLS1690-4013430,0.0268,0.9476,0.0256
ALA-KLS1140-2892558,0.0188,0.9634,0.0178
ALA-KLS1161-2892441,0.0228,0.9552,0.022
ALA-KLS1162-2892512,0.0207,0.9578,0.0215
ALA-KLS1163-2892427,0.0247,0.9542,0.0211
ALA-KLS1165-2892485,0.0193,0.9625,0.0182
ALA-KLS1166-2892541,0.0235,0.9546,0.0219
ALA-KLS1167-2892484,0.027,0.9474,0.0256
ALA-KLS1168-2892413,0.0179,0.9654,0.0167
ALA-KLS1169-2892448,0.0234,0.9554,0.0212
ALA-KLS1170-2892511,0.022,0.958,0.02
ALA-KLS1366-3593364,0.0212,0.9566,0.0222
ALA-KLS1373-3593328,0.0256,0.95,0.0244
ALA-KLS1387-3593387,0.0247,0.9511,0.0242
ALA-KLS1413-3593365,0.0226,0.9553,0.0221
ALA-KLS1415-3593359,0.0201,0.9584,0.0215
ALA-VU15-2892510,0.0184,0.9631,0.0185
ALA-VU20-2892394,0.019,0.963,0.018
ALA-VU21-2892380,0.0219,0.9564,0.0217
ALA-VU33-2892383,0.0237,0.9532,0.0231
ALA-VU37-2892482,0.0233,0.9546,0.0221
ALA-VU47-2892477,0.0192,0.9614,0.0194
ALA-VU50-2892527,0.0252,0.9495,0.0253
ALA-KLS0793-2892513,0.0172,0.966,0.0168
ALA-KLS0796-2892514,0.023,0.9528,0.0242
ALA-KLS0797-2892471,0.0198,0.9627,0.0175
ALA-KLS0857-2892463,0.0231,0.9546,0.0223
ALA-KLS0871-2892523,0.0244,0.9526,0.023
ALA-KLS0872-2892526,0.0165,0.9671,0.0164
ALA-KLS1444-3593398,0.0306,0.943,0.0264
ALA-KLS1448-3593341,0.0236,0.9541,0.0223
ALA-KLS1452-3593342,0.0192,0.962,0.0188
ALA-KLS1467-3593390,0.0212,0.9578,0.021
ALA-KLS1474-3593384,0.0204,0.9592,0.0204
ALA-KLS1479-3593389,0.0195,0.962,0.0185
ALA-KLS1492-3593391,0.0213,0.9586,0.0201
APO-KLS1002-2562146,0.0218,0.9561,0.0221
ALA-KLS0564-R174540-2892378,0.0203,0.9604,0.0193
ALA-KLS1526-3593366,0.0232,0.9549,0.0219
ALA-KLS1548-3593373,0.0243,0.9513,0.0244
ALA-KLS1549-3593354,0.0231,0.9561,0.0208
ALA-KLS1555-3593323,0.0197,0.9607,0.0196
ALA-SS170808-01-2562218,0.0204,0.959,0.0206
ALA-SS170808-06-2892529,0.0245,0.9537,0.0218
ALA-SS170809-01-2892375,0.0225,0.9568,0.0207
ALA-SS170809-03-2892475,0.0239,0.9528,0.0233
ALA-SS170810-01-2892386,0.0187,0.9625,0.0188
ALA-SS170813-01-2892422,0.0219,0.9576,0.0205
ALA-SS170815-01-2892435,0.0187,0.9627,0.0186
ALA-SS170815-03-2892473,0.0232,0.9556,0.0212
ALA-SS170815-04-2892440,0.0233,0.955,0.0217
ALA-SS170816-01-2892493,0.0206,0.9597,0.0197
ALA-SS170820-05-2892447,0.0222,0.9558,0.022
ALA-SS170822-01-2892494,0.0222,0.9565,0.0213
ALA-SS170822-02-2892495,0.047,0.9188,0.0342
ALA-SS170822-03-2892528,0.0271,0.9481,0.0248
ALA-SS171011-02-2892425,0.0207,0.9594,0.0199
ALA-SS171011-03-2892496,0.0177,0.9651,0.0172
ALA-SS171018-02-2892517,0.0172,0.9647,0.0181
ALA-SS171025-01-2892506,0.0215,0.9574,0.0211
ALA-SS171104-01-2892432,0.0204,0.9592,0.0204
ALA-SS171105-01-2892472,0.0197,0.9605,0.0198
ALA-SS171106-02-2892479,0.0193,0.96,0.0207
ALA-SS171106-03-2892404,0.017,0.9669,0.0161
ALA-VU51-2892500,0.0188,0.9638,0.0174
ALA-VU53-2892376,0.0194,0.961,0.0196
ALA-VU62-2892417,0.0215,0.959,0.0195
APO-BD304-2892487,0.0232,0.9537,0.0231
APO-BD320-2892516,0.0197,0.9614,0.0189
APO-BD325-2892538,0.0189,0.9617,0.0194
APO-BD326-2892550,0.0213,0.9584,0.0203
APO-BD330-2892535,0.0193,0.9615,0.0192
APO-BD331-2892519,0.0189,0.9635,0.0176
APO-BD337-2892483,0.0192,0.9627,0.0181
APO-BD338-2892540,0.0214,0.9582,0.0204
APO-BD339-2892520,0.0173,0.9649,0.0178
APO-BD342-2892423,0.0194,0.9602,0.0204
